MI,34,0.735,0.235,0.029,0,0,0,0.0,0.0,0.0,0.0,0,A
MN,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,C
MS,31,0.484,0.258,0.258,0,0,0,0.0,0.0,0.0,0.0,0,A
MO,47,0.596,0.319,0.085,0,1,0,0.0,0.0,0.0,0.0,0,A
MT,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,A
NE,13,0.615,0.385,0.0,0,0,0,0.0,0.0,0.0,0.0,0,A
NV,17,0.294,0.588,0.118,0,0,0,0.0,0.0,0.0,0.0,0,C
NM,2,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,C
NY,14,0.643,0.0,0.357,0,0,0,0.0,0.0,0.0,0.0,0,A
NC,38,0.605,0.105,0.289,0,0,0,0.0,0.0,0.0,0.0,0,A
ND,3,0.333,0.667,0.0,0,0,0,0.0,0.0,0.0,0.0,0,A
OH,10,0.3,0.5,0.2,0,0,0,0.0,0.0,0.0,0.0,0,C
OK,40,0.675,0.175,0.2,1,0,0,0.0,0.0,0.0,0.0,0,A
OR,3,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,B
PA,8,0.5,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0,A
SC,18,0.944,0.0,0.056,0,0,0,0.0,0.0,0.0,0.0,0,A
SD,15,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,C
TN,53,0.8,0.132,0.038,1,0,0,0.0,0.0,0.0,0.0,0,A
TX,83,0.687,0.205,0.108,0,0,0,0.0,0.0,0.0,0.0,0,A
UT,3,0.333,0.0,0.667,0,0,0,0.0,0.0,0.0,0.0,0,B
VA,7,0.857,0.0,0.143,0,0,0,0.0,0.0,0.0,0.0,0,A
WA,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,A
WV,17,0.529,0.0,0.471,0,0,0,0.0,0.0,0.0,0.0,0,T
WI,5,0.4,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0,0,C
WY,3,0.333,0.333,0.333,0,0,0,0.0,0.0,0.0,0.0,0,C
AL,48,0.063,0.042,0.042,0,0,0,0.375,0.479,0.125,0.6,0,A
AK,4,0.0,0.0,0.0,0,0,0,0.0,0.8,0.0,0.5,0,T
AZ,12,0.0,0.0,0.3,0,0,0,0.167,0.0,0.8,0.75,0,B
AR,16,0.125,0.0,0.063,0,0,0,0.625,0.0,0.3,0.81,0,A
CA,7,0.0,0.429,0.429,0,0,0,0.0,0.571,0.429,0,0,C
CO,6,0.0,0.0,0.0,0,0,0,0.4,0.0,0.2,1,0,A
CT,8,0.0,0.3,0.0,0,1,0,0.0,0.3,0.8,0.63,0,C
DE,4,0.0,0.3,0.0,0,0,0,0.3,0.8,0.0,0.75,0,T
FL,109,0.101,0.009,0.055,0,0,1,0.385,0.248,0.3,0.78,0,A
GA,60,0.133,0.117,0.0,0,0,0,0.517,0.233,0.2,0.65,0,A
HI,1,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,1,0,A
ID,2,0.0,0.0,0.0,0,0,0,0.5,0.5,0.0,1,0,A
IL,23,0.0,0.043,0.043,0,0,0,0.565,0.348,0.087,0.78,0,C
IN,18,0.111,0.0,0.056,0,0,0,0.333,0.278,0.333,0.67,0,A
IA,6,0.333,0.0,0.0,0,0,0,0.833,0.0,0.0,0.67,0,A
KS,6,0.167,0.0,0.5,0,0,0,0.167,0.0,0.667,0.33,0,B
KT,5,0.0,0.0,0.0,0,0,0,0.0,0.2,0.4,1,0,A
LA,26,0.0,0.0,0.0,0,0,0,0.577,0.115,0.308,0.69,0,A
MD,6,0.0,0.167,0.0,0,0,0,0.333,0.333,0.333,0.83,0,A
MA,1,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0,0,0,C
MI,24,0.0,0.0,0.0,0,0,0,0.8,0.1,0.0,0.4,0,A
MN,1,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,1,0,C
MS,19,0.0,0.105,0.105,0,0,0,0.211,0.105,0.526,0.63,0,A
MO,47,0.213,0.106,0.043,0,1,0,0.574,0.149,0.255,0.53,0,A
MT,2,0.0,0.0,0.0,0,0,0,0.0,0.5,0.0,1,0,A
NE,11,0.273,0.0,0.0,0,0,0,0.455,0.273,0.182,0.73,0,A
NV,14,0.143,0.143,0.0,0,0,0,0.286,0.643,0.0,0.36,0,C
NY,13,0.0,0.077,0.0,0,0,0,0.0,0.462,0.538,0.62,0,A
NC,33,0.0,0.0,0.121,0,0,0,0.212,0.333,0.364,0.79,0,A
ND,4,0.3,0.0,0.3,0,0,0,0.5,0.0,0.0,0.5,0,A
OH,10,0.0,0.3,0.2,0,0,0,0.3,0.2,0.5,0.5,0,C
OK,34,0.314,0.114,0.0,1,0,0,0.343,0.486,0.143,0.54,0,A
OR,6,0.0,0.0,0.143,0,0,1,0.286,0.143,0.286,0.71,0,B
PA,7,0.0,0.0,0.0,0,0,0,0.714,0.143,0.143,0.86,0,A
SC,18,0.222,0.0,0.0,0,0,0,0.333,0.167,0.333,0.72,0,A
SD,11,0.273,0.182,0.0,0,0,0,0.091,0.364,0.364,0.36,0,C
TN,55,0.145,0.0,0.0,1,0,0,0.527,0.291,0.164,0.69,0,A
TX,80,0.125,0.113,0.025,0,0,0,0.525,0.275,0.113,0.54,0,A
UT,2,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1,0,B
VA,10,0.2,0.0,0.0,0,0,0,0.1,0.2,0.5,0.8,0,A
WA,3,0.0,0.0,0.0,0,0,0,0.0,0.667,0.333,1,0,A
WV,17,0.0,0.0,0.294,0,0,0,0.118,0.294,0.588,0.71,0,T
WI,4,0.0,0.8,0.0,0,0,0,0.3,0.0,0.8,0.25,0,C
WY,3,0.0,0.0,0.0,0,0,0,0.333,0.667,0.0,1,0,C
AL,24,0.0,0.0,0.0,0,0,0,0.294,0.588,0.118,0.75,0.29,A
AK,7,0.0,0.0,0.0,0,0,0,0.333,0.667,0.0,0.71,0.57,T
AZ,9,0.111,0.0,0.222,0,0,0,0.125,0.0,0.875,0.67,0.11,B
AR,4,0.0,0.0,0.3,0,0,0,0.333,0.0,0.667,0.75,0.25,A
CA,4,0.0,0.3,0.8,0,0,0,0.0,0.333,0.667,0,0.25,C
CO,3,0.0,0.0,0.0,0,0,0,0.5,0.0,0.5,1,0.33,A
CT,7,0.0,0.143,0.0,0,1,0,0.333,0.333,0.333,0.57,0.57,C
DE,2,0.5,0.5,0.0,0,0,0,0.0,1.0,0.0,0,0,T
FL,52,0.119,0.024,0.071,0,0,1,0.5,0.133,0.367,0.71,0.29,A
GA,34,0.118,0.118,0.0,0,0,0,0.667,0.208,0.125,0.59,0.29,A
HI,3,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.33,0.33,A
ID,3,0.0,0.0,0.0,0,0,0,0.5,0.5,0.0,0.67,0.33,A
IL,10,0.2,0.1,0.1,0,0,0,0.286,0.571,0.143,0.2,0.3,C
IN,11,0.0,0.091,0.182,0,0,0,0.143,0.286,0.571,0.36,0.36,A
IA,4,0.5,0.0,0.0,0,0,0,1.0,0.0,0.0,0.5,0.75,A
KS,5,0.2,0.0,0.4,0,0,0,0.5,0.3,0.3,0.4,0.2,B
KT,2,0.0,0.0,0.5,0,0,0,0.0,0.5,0.5,0.5,0,A
LA,6,0.167,0.0,0.0,0,0,0,0.8,0.0,0.2,0.33,0.17,A
MD,10,0.1,0.2,0.0,0,0,0,0.571,0.286,0.143,0.6,0.3,A
MI,27,0.0,0.0,0.0,0,0,0,0.9,0.2,0.0,0.3,0.26,A
MN,3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,1,C
MS,13,0.0,0.077,0.0,0,0,0,0.333,0.0,0.667,0.54,0.54,A
MO,15,0.267,0.333,0.067,0,1,0,0.375,0.625,0.0,0.2,0.47,A
MT,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,1,A
NE,5,0.4,0.0,0.0,0,0,0,1.0,0.0,0.0,0.6,0.8,A
NV,8,0.0,0.125,0.0,0,0,0,0.3,0.8,0.0,0.13,0,C
NH,3,0.0,0.0,0.333,0,0,0,0.0,0.0,0.0,0.67,1,C
NM,3,0.0,0.667,0.0,0,0,0,1.0,0.0,0.0,0,0.67,C
NY,8,0.125,0.125,0.0,0,0,0,0.143,0.571,0.286,0.63,0.13,A
NC,19,0.0,0.0,0.105,0,0,0,0.294,0.412,0.294,0.84,0.11,A
ND,1,1.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,A
OH,3,0.0,0.0,0.333,0,0,0,0.0,0.333,0.667,0.67,0,C
OK,19,0.474,0.158,0.0,1,0,0,0.538,0.385,0.077,0.37,0.32,A
OR,2,0.0,0.0,0.5,0,0,1,1.0,0.0,0.0,0.5,0.5,B
PA,5,0.6,0.0,0.0,0,0,0,1.0,0.0,0.0,0.2,0.6,A
SC,4,0.3,0.0,0.0,0,0,0,1.0,0.0,0.0,0.5,0.75,A
SD,22,0.083,0.167,0.0,0,0,0,0.5,0.5,0.0,0.67,0.67,C
TN,18,0.056,0.0,0.0,1,0,0,0.214,0.5,0.286,0.72,0.22,A
TX,41,0.073,0.195,0.024,0,0,0,0.571,0.321,0.107,0.37,0.32,A
UT,2,0.0,0.5,0.0,0,0,0,0.0,0.0,0.0,0.5,1,B
VA,8,0.3,0.0,0.0,0,0,0,0.333,0.333,0.333,0.75,0.63,A
WA,4,0.0,0.3,0.0,0,0,0,0.0,1.0,0.0,0.75,0.25,A
WV,8,0.0,0.0,0.5,0,0,0,0.167,0.167,0.667,0.5,0.25,T
WI,4,0.0,0.8,0.0,0,0,0,0.333,0.0,0.667,0.25,0.25,C
WY,2,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.5,0,C
