NH,1,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,T
NJ,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,B
NM,3,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,C
NY,14,0.214,0.286,0.5,0,0,0,0.0,0.0,0.0,0,0,C
NC,39,0.128,0.487,0.385,0,1,0,0.0,0.0,0.0,0,0,B
ND,6,0.167,0.667,0.167,0,0,0,0.0,0.0,0.0,0,0,B
OH,8,0.0,0.625,0.375,0,0,0,0.0,0.0,0.0,0,0,B
OK,52,0.269,0.538,0.192,1,0,0,0.0,0.0,0.0,0,0,A
OR,5,0.0,0.4,0.6,0,0,0,0.0,0.0,0.0,0,0,A
PA,10,0.4,0.2,0.4,0,0,0,0.0,0.0,0.0,0,0,C
SC,14,0.143,0.071,0.786,0,0,0,0.0,0.0,0.0,0,0,C
SD,9,0.111,0.333,0.556,0,0,0,0.0,0.0,0.0,0,0,C
TN,41,0.146,0.512,0.341,0,0,0,0.0,0.0,0.0,0,0,A
TX,82,0.098,0.646,0.256,0,0,0,0.0,0.0,0.0,0,0,A
UT,3,0.333,0.333,0.333,0,0,0,0.0,0.0,0.0,0,0,A
VA,20,0.2,0.6,0.3,0,0,0,0.0,0.0,0.0,0,0,A
WA,4,0.0,0.3,0.8,0,0,0,0.0,0.0,0.0,0,0,A
WV,13,0.154,0.462,0.385,0,0,0,0.0,0.0,0.0,0,0,A
WI,2,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,C
WY,3,0.333,0.667,0.0,0,0,0,0.0,0.0,0.0,0,0,A
AL,55,0.291,0.091,0.236,1,0,0,0.436,0.418,0.127,0.27,0,C
AK,5,0.0,0.0,0.0,0,0,0,0.0,0.8,0.0,0.4,0,B
AZ,4,0.3,0.0,0.3,0,0,0,1.0,0.0,0.0,0.5,0,C
AR,16,0.188,0.188,0.125,0,0,1,0.313,0.125,0.313,0.31,0,C
CA,3,0.0,0.667,0.0,0,0,0,0.333,0.333,0.333,0,0,B
CO,12,0.0,0.083,0.0,0,0,0,0.5,0.3,0.083,0.92,0,B
CT,8,0.125,0.3,0.0,0,0,0,0.125,0.625,0.3,0.25,0,B
DE,5,0.6,0.0,0.0,0,0,0,0.6,0.2,0.2,0.4,0,C
FL,100,0.2,0.0,0.1,0,0,0,0.4,0.3,0.2,0.61,0,B
GA,78,0.154,0.064,0.038,0,0,0,0.474,0.308,0.192,0.55,0,B
HI,5,0.0,0.0,0.0,0,0,0,0.0,0.2,0.8,0.6,0,B
IL,15,0.0,0.0,0.0,0,0,0,0.333,0.533,0.133,0.47,0,B
IN,21,0.238,0.0,0.0,0,0,0,0.333,0.238,0.333,0.71,0,A
IA,8,0.556,0.0,0.111,0,0,0,0.222,0.556,0.0,0.22,0,A
KS,3,0.333,0.0,0.0,0,0,0,0.333,0.0,0.333,0.33,0,B
KT,24,0.0,0.0,0.0,0,0,0,0.0,0.333,0.667,0.33,0,T
LA,24,0.042,0.083,0.0,0,0,0,0.167,0.333,0.5,0.79,0,B
MD,5,0.0,0.0,0.0,0,0,0,0.6,0.2,0.2,0.8,0,A
MA,1,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,1,0,B
MI,34,0.0,0.0,0.0,0,0,0,0.455,0.424,0.091,0.15,0,C
MN,1,1.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,B
MS,33,0.121,0.061,0.0,0,0,0,0.333,0.394,0.152,0.3,0,B
MO,45,0.044,0.6,0.0,0,1,0,0.067,0.711,0.2,0.36,0,B
MT,4,0.3,0.0,0.0,0,0,0,0.3,0.0,0.3,0.5,0,C
NE,17,0.353,0.118,0.0,0,0,0,0.294,0.412,0.118,0.41,0,T
NV,10,0.0,0.0,0.7,0,0,1,0.4,0.4,0.2,0.1,0,C
NH,2,0.0,0.0,0.0,0,0,0,0.0,0.5,0.5,1,0,T
NM,4,0.0,0.0,0.0,0,0,0,0.3,0.8,0.0,0.5,0,C
NY,17,0.059,0.059,0.0,0,0,0,0.294,0.294,0.294,0.53,0,C
NC,37,0.081,0.081,0.0,0,1,0,0.216,0.649,0.108,0.51,0,B
ND,8,0.0,0.0,0.0,0,0,0,0.3,0.5,0.0,0,0,B
OH,7,0.286,0.143,0.0,0,0,0,0.0,0.714,0.286,0.29,0,B
OK,21,0.366,0.073,0.049,1,0,0,0.2,0.659,0.122,0.37,0,A
OR,6,0.167,0.0,0.333,0,0,0,0.167,0.5,0.167,0.33,0,A
PA,9,0.222,0.111,0.0,0,0,0,0.556,0.111,0.333,0.33,0,C
SC,14,0.143,0.0,0.0,0,0,0,0.071,0.5,0.429,0.64,0,C
SD,8,0.125,0.125,0.0,0,0,0,0.5,0.5,0.0,0.5,0,C
TN,37,0.135,0.054,0.027,0,0,0,0.324,0.432,0.243,0.59,0,A
TX,80,0.113,0.213,0.0,0,0,0,0.538,0.288,0.138,0.45,0,A
UT,2,0.0,0.0,0.0,0,0,0,0.0,0.5,0.5,0,0,A
VT,1,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1,0,A
VA,20,0.1,0.1,0.0,0,0,0,0.2,0.6,0.2,0.7,0,A
WA,4,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,1,0,A
WV,11,0.0,0.0,0.273,0,0,0,0.091,0.727,0.182,0.73,0,A
WI,2,0.0,0.5,0.5,0,0,0,0.0,0.5,0.5,0,0,C
WY,2,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,A
AL,35,0.4,0.114,0.143,1,0,0,0.593,0.4,0.037,0.03,0.23,C
AK,11,0.182,0.0,0.0,0,0,0,0.0,0.5,0.5,0.36,0.82,B
AZ,8,0.0,0.3,0.5,0,0,0,0.667,0.0,0.333,0,0.63,C
AR,13,0.308,0.308,0.231,0,0,1,0.4,0.2,0.4,0,0.62,C
CA,8,0.0,0.3,0.3,0,0,0,0.3,0.3,0.5,0,0.5,B
CO,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.5,1,B
CT,7,0.143,0.286,0.0,0,0,0,0.5,0.3,0.3,0,0.43,B
DE,3,1.0,0.0,0.0,0,0,0,0.333,0.667,0.0,0,0,C
FL,54,0.389,0.056,0.1,0,0,0,0.513,0.205,0.282,0.22,0.28,B
GA,24,0.3,0.125,0.125,0,0,0,0.5,0.4,0.2,0.17,0.17,B
HI,6,0.333,0.0,0.0,0,0,0,0.5,0.5,0.0,0.17,0.67,B
IL,9,0.111,0.0,0.0,0,0,0,0.167,0.833,0.0,0.22,0.33,B
IN,9,0.667,0.111,0.0,0,0,0,0.5,0.167,0.333,0.11,0.33,A
IA,11,0.818,0.0,0.0,0,0,0,0.5,0.5,0.0,0.09,0.64,A
KS,4,0.8,0.0,0.0,0,0,0,0.5,0.5,0.0,0,0.5,B
KT,4,0.3,0.0,0.0,0,0,0,0.333,0.0,0.667,0,0.25,T
LA,13,0.077,0.615,0.0,0,0,0,0.167,0.667,0.167,0.08,0.54,B
MD,8,0.5,0.0,0.0,0,0,0,0.2,0.4,0.4,0,0.38,A
MI,28,0.0,0.036,0.0,0,0,0,0.476,0.429,0.095,0,0.25,C
MN,2,1.0,0.0,0.0,0,0,0,0.5,0.0,0.5,0,0,B
MS,24,0.042,0.167,0.042,0,0,0,0.267,0.533,0.2,0.17,0.38,B
MO,28,0.036,0.786,0.0,0,1,0,0.105,0.737,0.158,0.14,0.32,B
MT,8,0.375,0.0,0.5,0,0,0,1.0,0.0,0.0,0,0.75,C
NE,14,0.357,0.143,0.0,0,0,0,0.375,0.5,0.125,0.36,0.43,T
NV,6,0.0,0.0,0.667,0,0,1,0.2,0.4,0.4,0,0.17,C
NH,2,0.5,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.5,T
NJ,1,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0,B
NM,3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,C
NY,6,0.167,0.333,0.0,0,0,0,0.2,0.6,0.2,0.17,0.17,C
NC,16,0.3,0.3,0.0,0,1,0,0.286,0.714,0.0,0,0.42,B
ND,4,0.0,0.0,0.0,0,0,0,0.333,0.667,0.0,0,0.25,B
OH,7,0.143,0.143,0.0,0,0,0,0.0,1.0,0.0,0,0.43,B
OK,21,0.524,0.2,0.095,1,0,0,0.263,0.526,0.211,0.05,0.1,A
OR,6,0.333,0.0,0.333,0,0,0,0.4,0.6,0.0,0,0.17,A
PA,6,0.333,0.333,0.0,0,0,0,1.0,0.0,0.0,0.17,0.17,C
SC,7,0.571,0.0,0.0,0,0,0,0.5,0.5,0.0,0.14,0.43,C
SD,9,0.333,0.111,0.0,0,0,0,0.0,1.0,0.0,0,0.56,C
TN,24,0.3,0.292,0.042,0,0,0,0.294,0.588,0.118,0.08,0.29,A
TX,50,0.1,0.3,0.0,0,0,0,0.619,0.3,0.071,0.16,0.16,A
UT,1,0.5,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0.5,A
VA,8,0.0,0.5,0.3,0,0,0,0.4,0.6,0.0,0.13,0.38,A
WV,4,0.5,0.3,0.3,0,0,0,0.3,0.5,0.3,0,0,A
WI,2,0.0,0.5,0.5,0,0,0,0.0,0.5,0.5,0,0,C
WY,2,0.5,0.5,0.0,0,0,0,0.0,1.0,0.0,0,0,A
CT,2,0.0,0.0,1.0,0,0,0,0.0,0.0,1.0,0,0,C
FL,12,0.1,0.2,0.6,0,0,1,0.3,0.2,0.6,0,0,A
IN,2,0.0,0.0,0.5,0,0,0,0.5,0.0,0.5,0,0,A
IA,1,1.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,A
KS,2,0.0,0.0,1.0,0,0,0,0.0,0.0,1.0,0,0,C
MO,6,0.333,0.333,0.0,0,1,0,0.667,0.333,0.0,0,0,A
NE,1,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0,0,A
NY,1,0.0,0.0,1.0,0,0,0,0.0,0.0,1.0,0,0,A
OH,2,0.5,0.0,0.5,0,0,0,0.5,0.0,0.5,0,0,C
OK,1,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,0,A
SD,1,0.0,0.0,1.0,0,0,0,0.0,0.0,1.0,0,0,C
TN,4,0.3,0.3,0.3,1,0,0,0.5,0.3,0.3,0,0,A
TX,5,0.2,0.0,0.2,0,0,0,0.8,0.0,0.2,0,0,A
WV,2,0.0,0.0,0.5,0,0,0,0.5,0.0,0.5,0,0,T
AL,4,0.3,0.0,0.8,0,0,0,0.0,0.0,0.0,0,0,A
AK,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,T
CA,3,0.0,0.667,0.333,0,0,0,0.0,0.0,0.0,0,0,C
CT,3,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0,0,0,C
DE,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,T
FL,14,0.429,0.214,0.357,0,0,1,0.0,0.0,0.0,0,0,A
GA,8,0.375,0.5,0.125,0,0,0,0.0,0.0,0.0,0,0,A
IL,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,C
IN,7,0.0,0.143,0.429,0,0,0,0.0,0.0,0.0,0.43,0,A
IA,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,A
KT,1,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,A
LA,6,0.0,0.833,0.167,0,0,0,0.0,0.0,0.0,0,0,A
MD,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,A
MA,1,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,C
MI,4,0.3,0.3,0.3,0,0,0,0.0,0.0,0.0,0.25,0,A
MN,1,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,C
MS,8,0.125,0.625,0.3,0,0,0,0.0,0.0,0.0,0,0,A
MO,6,1.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,A
NE,2,0.5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,A
NV,3,0.333,0.333,0.0,0,0,0,0.0,0.0,0.0,0.33,0,C
NC,9,0.556,0.0,0.333,0,0,0,0.0,0.0,0.0,0.11,0,A
OH,1,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,C
OK,4,0.8,0.3,0.0,1,0,0,0.0,0.0,0.0,0,0,A
OR,1,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0,0,B
SC,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,A
TN,7,0.571,0.143,0.286,1,0,0,0.0,0.0,0.0,0,0,A
TX,5,0.4,0.2,0.4,0,0,0,0.0,0.0,0.0,0,0,A
WV,1,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,T
AL,51,0.588,0.196,0.216,0,0,0,0.0,0.0,0.0,0.0,0,A
AK,3,0.333,0.667,0.0,0,0,0,0.0,0.0,0.0,0.0,0,T
AZ,13,0.308,0.0,0.692,0,0,0,0.0,0.0,0.0,0.0,0,B
AR,19,0.842,0.105,0.053,0,0,0,0.0,0.0,0.0,0.0,0,A
CA,8,0.375,0.3,0.375,0,0,0,0.0,0.0,0.0,0.0,0,C
CO,2,0.667,0.0,0.333,0,0,0,0.0,0.0,0.0,0.0,0,A
CT,13,0.077,0.923,0.0,0,1,0,0.0,0.0,0.0,0.0,0,C
DE,6,0.333,0.667,0.0,0,0,0,0.0,0.0,0.0,0.0,0,T
FL,93,0.549,0.133,0.319,0,0,1,0.0,0.0,0.0,0.0,0,A
GA,67,0.515,0.394,0.091,0,0,0,0.0,0.0,0.0,0.0,0,A
HI,2,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,A
ID,2,0.5,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0,0,A
IL,23,0.609,0.1,0.261,0,0,0,0.0,0.0,0.0,0.0,0,C
IN,23,0.565,0.087,0.348,0,0,0,0.0,0.0,0.0,0.0,0,A
IA,15,0.867,0.0,0.133,0,0,0,0.0,0.0,0.0,0.0,0,A
KS,8,0.125,0.0,0.875,0,0,0,0.0,0.0,0.0,0.0,0,B
KT,8,0.5,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0,0,A
LA,29,0.483,0.379,0.138,0,0,0,0.0,0.0,0.0,0.0,0,A
MD,8,0.8,0.125,0.125,0,0,0,0.0,0.0,0.0,0.0,0,A
